Time_ms,CH1_Biceps_mV,CH2_Triceps_mV,CH3_Flexor_mV,CH4_Extensor_mV,Gesture_Label,Syntiant_NDP120_Inference_Conf
363.50,-0.8052,0.0937,0.5469,-0.0267,POWER_GRIP,0.942
364.00,-0.8609,0.1094,0.5452,-0.0501,POWER_GRIP,0.942
364.50,-0.7971,0.1130,0.5459,-0.0638,POWER_GRIP,0.942
365.00,-0.7504,0.1404,0.5515,-0.0991,POWER_GRIP,0.942
365.50,-0.8110,0.1821,0.5105,-0.1422,POWER_GRIP,0.942
366.00,-0.7961,0.1865,0.5252,-0.1896,POWER_GRIP,0.942
366.50,-0.7337,0.2076,0.5045,-0.1626,POWER_GRIP,0.942
367.00,-0.6875,0.2167,0.4187,-0.2079,POWER_GRIP,0.942
367.50,-0.6753,0.2518,0.4628,-0.2563,POWER_GRIP,0.942
368.00,-0.6432,0.2418,0.4288,-0.2435,POWER_GRIP,0.942
368.50,-0.5951,0.2847,0.4017,-0.2688,POWER_GRIP,0.942
369.00,-0.6254,0.2811,0.3532,-0.3036,POWER_GRIP,0.942
369.50,-0.6154,0.3122,0.3312,-0.3488,POWER_GRIP,0.942
370.00,-0.5706,0.3222,0.2424,-0.3439,POWER_GRIP,0.942
370.50,-0.5149,0.3133,0.2278,-0.3729,POWER_GRIP,0.942
371.00,-0.4572,0.3562,0.1998,-0.3728,POWER_GRIP,0.942
371.50,-0.4644,0.3653,0.1576,-0.3786,POWER_GRIP,0.942
372.00,-0.4419,0.3807,0.1233,-0.3788,POWER_GRIP,0.942
372.50,-0.3236,0.3567,0.0637,-0.3552,POWER_GRIP,0.942
373.00,-0.3362,0.3928,0.0380,-0.3679,POWER_GRIP,0.942
373.50,-0.3067,0.4165,-0.0681,-0.3557,POWER_GRIP,0.942
374.00,-0.2611,0.3725,-0.0768,-0.4004,POWER_GRIP,0.942
374.50,-0.2201,0.3895,-0.1572,-0.3460,POWER_GRIP,0.942
375.00,-0.1268,0.4050,-0.2004,-0.3699,POWER_GRIP,0.942
375.50,-0.1082,0.4322,-0.1998,-0.3643,POWER_GRIP,0.942
376.00,-0.1213,0.4375,-0.2191,-0.3293,POWER_GRIP,0.942
376.50,-0.0129,0.4182,-0.2766,-0.3004,POWER_GRIP,0.942
377.00,0.0067,0.4286,-0.3316,-0.3170,POWER_GRIP,0.942
377.50,0.0878,0.4028,-0.3405,-0.2774,POWER_GRIP,0.942
378.00,0.1322,0.4118,-0.3835,-0.2721,POWER_GRIP,0.942
378.50,0.1015,0.4055,-0.4552,-0.2286,POWER_GRIP,0.942
379.00,0.1462,0.4312,-0.4445,-0.2130,POWER_GRIP,0.942
379.50,0.2562,0.3804,-0.4742,-0.2251,POWER_GRIP,0.942
380.00,0.2173,0.3909,-0.4682,-0.1763,POWER_GRIP,0.942
380.50,0.2664,0.3842,-0.5012,-0.1710,POWER_GRIP,0.942
381.00,0.3003,0.4160,-0.5628,-0.1182,POWER_GRIP,0.942
381.50,0.4011,0.3488,-0.5676,-0.0733,POWER_GRIP,0.942
382.00,0.4311,0.3620,-0.5555,-0.0496,POWER_GRIP,0.942
382.50,0.3986,0.3764,-0.5635,-0.0134,POWER_GRIP,0.942
383.00,0.4320,0.3545,-0.5160,0.0228,POWER_GRIP,0.942
383.50,0.5182,0.3597,-0.5412,0.0393,POWER_GRIP,0.942
384.00,0.5001,0.3332,-0.5076,0.0432,POWER_GRIP,0.942
384.50,0.6230,0.3279,-0.5495,0.0793,POWER_GRIP,0.942
385.00,0.6064,0.3102,-0.4804,0.0967,POWER_GRIP,0.942
385.50,0.6441,0.2725,-0.4637,0.1425,POWER_GRIP,0.942
386.00,0.6275,0.2518,-0.4522,0.2052,POWER_GRIP,0.942
386.50,0.7112,0.2273,-0.4828,0.2130,POWER_GRIP,0.942
387.00,0.7000,0.2151,-0.4360,0.2326,POWER_GRIP,0.942
387.50,0.7709,0.2058,-0.4340,0.2315,POWER_GRIP,0.942
388.00,0.7513,0.1814,-0.4060,0.2938,POWER_GRIP,0.942
388.50,0.7857,0.1500,-0.3407,0.3179,POWER_GRIP,0.942
389.00,0.8383,0.1761,-0.2839,0.3044,POWER_GRIP,0.942
389.50,0.7661,0.1042,-0.2930,0.3558,POWER_GRIP,0.942
390.00,0.8089,0.0905,-0.2263,0.3377,POWER_GRIP,0.942
390.50,0.8204,0.0692,-0.1917,0.3585,POWER_GRIP,0.942
391.00,0.7955,0.0929,-0.1137,0.3695,POWER_GRIP,0.942
391.50,0.8002,0.0642,-0.0896,0.3784,POWER_GRIP,0.942
392.00,0.8298,-0.0003,-0.0330,0.3773,POWER_GRIP,0.942
392.50,0.8041,0.0076,-0.0111,0.3719,POWER_GRIP,0.942
393.00,0.8180,0.0106,0.0554,0.3728,POWER_GRIP,0.942
393.50,0.8161,-0.0587,0.0406,0.3547,POWER_GRIP,0.942
394.00,0.8895,-0.0719,0.1221,0.3434,POWER_GRIP,0.942
394.50,0.8604,-0.0515,0.1796,0.3705,POWER_GRIP,0.942
395.00,0.7831,-0.0907,0.1580,0.3840,POWER_GRIP,0.942
395.50,0.8005,-0.0982,0.2569,0.3631,POWER_GRIP,0.942
396.00,0.8272,-0.1147,0.2538,0.3227,POWER_GRIP,0.942
396.50,0.7434,-0.1469,0.2835,0.3123,POWER_GRIP,0.942
397.00,0.7430,-0.2050,0.3708,0.2762,POWER_GRIP,0.942
397.50,0.7401,-0.1654,0.3993,0.2624,POWER_GRIP,0.942
398.00,0.7653,-0.2380,0.3771,0.2727,POWER_GRIP,0.942
398.50,0.7081,-0.2043,0.4388,0.2270,POWER_GRIP,0.942
399.00,0.6402,-0.2208,0.4900,0.1779,POWER_GRIP,0.942
399.50,0.6221,-0.2835,0.5042,0.1654,POWER_GRIP,0.942
400.00,0.6658,-0.2931,0.5013,0.1411,REST_POSE,0.985
400.50,0.5669,-0.3004,0.5379,0.1070,REST_POSE,0.985
401.00,0.5852,-0.3139,0.5318,0.1141,REST_POSE,0.985
401.50,0.5688,-0.3048,0.5174,0.0359,REST_POSE,0.985
402.00,0.4774,-0.3478,0.5208,0.0405,REST_POSE,0.985
402.50,0.4571,-0.3244,0.5785,-0.0140,REST_POSE,0.985
403.00,0.4168,-0.3344,0.5726,-0.0253,REST_POSE,0.985
403.50,0.3998,-0.3811,0.5380,-0.0848,REST_POSE,0.985
404.00,0.3955,-0.3815,0.5562,-0.0907,REST_POSE,0.985
404.50,0.3298,-0.3640,0.5001,-0.1168,REST_POSE,0.985
405.00,0.2431,-0.3706,0.5334,-0.1601,REST_POSE,0.985
405.50,0.2398,-0.3983,0.4943,-0.1612,REST_POSE,0.985
406.00,0.2130,-0.4238,0.4584,-0.1835,REST_POSE,0.985
406.50,0.1630,-0.4071,0.4108,-0.1979,REST_POSE,0.985
407.00,0.1688,-0.4361,0.3994,-0.2665,REST_POSE,0.985
407.50,0.0356,-0.4196,0.3780,-0.2790,REST_POSE,0.985
408.00,0.0249,-0.3932,0.3463,-0.2960,REST_POSE,0.985
408.50,-0.0321,-0.4474,0.3433,-0.2935,REST_POSE,0.985
409.00,-0.0218,-0.3999,0.2916,-0.3131,REST_POSE,0.985
409.50,-0.1143,-0.3883,0.2403,-0.3126,REST_POSE,0.985
410.00,-0.1600,-0.3958,0.1802,-0.3552,REST_POSE,0.985
410.50,-0.2061,-0.4238,0.1303,-0.3751,REST_POSE,0.985
411.00,-0.2383,-0.3949,0.1487,-0.3753,REST_POSE,0.985
411.50,-0.2591,-0.4299,0.0856,-0.3857,REST_POSE,0.985
412.00,-0.2951,-0.4093,0.0446,-0.4008,REST_POSE,0.985
412.50,-0.2965,-0.3772,0.0173,-0.3958,REST_POSE,0.985
413.00,-0.3932,-0.3644,-0.0516,-0.3827,REST_POSE,0.985
413.50,-0.4591,-0.3391,-0.0907,-0.3685,REST_POSE,0.985
414.00,-0.4587,-0.3753,-0.1115,-0.3904,REST_POSE,0.985
414.50,-0.4488,-0.3196,-0.2139,-0.3410,REST_POSE,0.985
415.00,-0.5346,-0.3032,-0.2077,-0.3168,REST_POSE,0.985
415.50,-0.5863,-0.3135,-0.2734,-0.3552,REST_POSE,0.985
416.00,-0.6073,-0.3307,-0.3434,-0.3086,REST_POSE,0.985
416.50,-0.6468,-0.2620,-0.3743,-0.3137,REST_POSE,0.985
417.00,-0.6004,-0.2820,-0.3388,-0.2905,REST_POSE,0.985
417.50,-0.6993,-0.2859,-0.4233,-0.2335,REST_POSE,0.985
418.00,-0.7057,-0.2365,-0.3979,-0.2477,REST_POSE,0.985
418.50,-0.7111,-0.2405,-0.4946,-0.2191,REST_POSE,0.985
419.00,-0.7824,-0.2203,-0.4439,-0.1957,REST_POSE,0.985
419.50,-0.7304,-0.1931,-0.5002,-0.1534,REST_POSE,0.985
420.00,-0.8085,-0.1887,-0.4783,-0.0990,REST_POSE,0.985
420.50,-0.7945,-0.1697,-0.5704,-0.1277,REST_POSE,0.985
421.00,-0.7811,-0.1080,-0.5782,-0.0422,REST_POSE,0.985
421.50,-0.8533,-0.0989,-0.5832,-0.0397,REST_POSE,0.985
422.00,-0.8238,-0.0953,-0.5246,-0.0298,REST_POSE,0.985
422.50,-0.8497,-0.0704,-0.5707,-0.0081,REST_POSE,0.985
423.00,-0.8730,-0.0666,-0.5616,0.0793,REST_POSE,0.985
423.50,-0.8890,-0.0452,-0.5476,0.0901,REST_POSE,0.985
424.00,-0.8072,0.0231,-0.5319,0.1005,REST_POSE,0.985
424.50,-0.8644,0.0223,-0.5009,0.1122,REST_POSE,0.985
425.00,-0.8402,0.0347,-0.5172,0.1553,REST_POSE,0.985
425.50,-0.8382,0.0716,-0.4383,0.2163,REST_POSE,0.985
426.00,-0.8184,0.0971,-0.4873,0.2093,REST_POSE,0.985
426.50,-0.7792,0.1022,-0.4081,0.2605,REST_POSE,0.985
427.00,-0.8406,0.1470,-0.3719,0.2388,REST_POSE,0.985
427.50,-0.8319,0.1476,-0.3650,0.2920,REST_POSE,0.985
428.00,-0.8145,0.1351,-0.3330,0.3144,REST_POSE,0.985
428.50,-0.8142,0.1742,-0.2510,0.2965,REST_POSE,0.985
429.00,-0.7300,0.1916,-0.2205,0.3283,REST_POSE,0.985
429.50,-0.7789,0.2245,-0.2447,0.3646,REST_POSE,0.985
430.00,-0.7151,0.2039,-0.1847,0.3639,REST_POSE,0.985
430.50,-0.6577,0.2236,-0.0949,0.3966,REST_POSE,0.985
431.00,-0.6227,0.2522,-0.0566,0.3468,REST_POSE,0.985
431.50,-0.6636,0.3062,-0.0584,0.3779,REST_POSE,0.985
432.00,-0.6277,0.2718,-0.0260,0.4025,REST_POSE,0.985
432.50,-0.5361,0.3376,0.0087,0.3733,REST_POSE,0.985
433.00,-0.5134,0.3405,0.0708,0.3566,REST_POSE,0.985
433.50,-0.4814,0.3132,0.1730,0.3650,REST_POSE,0.985
434.00,-0.4926,0.3686,0.1978,0.3557,REST_POSE,0.985
434.50,-0.4753,0.3821,0.2191,0.3399,REST_POSE,0.985
435.00,-0.3588,0.3551,0.2643,0.3081,REST_POSE,0.985
435.50,-0.3571,0.3935,0.3238,0.3175,REST_POSE,0.985
436.00,-0.3616,0.3915,0.3684,0.3074,REST_POSE,0.985
436.50,-0.2792,0.4112,0.3506,0.2598,REST_POSE,0.985
437.00,-0.2100,0.4267,0.3624,0.2702,REST_POSE,0.985
437.50,-0.2163,0.3910,0.4077,0.2189,REST_POSE,0.985
438.00,-0.1890,0.4230,0.4870,0.1986,REST_POSE,0.985
438.50,-0.1602,0.4441,0.5134,0.2058,REST_POSE,0.985
439.00,-0.0548,0.4348,0.4976,0.1605,REST_POSE,0.985
439.50,-0.0173,0.4202,0.5469,0.1577,REST_POSE,0.985
440.00,0.0214,0.3944,0.5583,0.1178,REST_POSE,0.985
440.50,0.0311,0.4288,0.5056,0.0513,REST_POSE,0.985
441.00,0.1052,0.3972,0.5228,0.0460,REST_POSE,0.985
441.50,0.1792,0.4096,0.5350,0.0047,REST_POSE,0.985
442.00,0.2083,0.3974,0.5180,-0.0300,REST_POSE,0.985
442.50,0.1916,0.3844,0.5648,-0.0412,REST_POSE,0.985
443.00,0.3043,0.3977,0.5396,-0.0912,REST_POSE,0.985
443.50,0.2915,0.3973,0.4982,-0.1295,REST_POSE,0.985
444.00,0.3246,0.3890,0.5176,-0.1286,REST_POSE,0.985
444.50,0.4279,0.3679,0.5324,-0.1378,REST_POSE,0.985
445.00,0.4507,0.3582,0.5177,-0.1788,REST_POSE,0.985
445.50,0.4413,0.3724,0.4183,-0.2091,REST_POSE,0.985
446.00,0.4646,0.3300,0.4493,-0.2358,REST_POSE,0.985
446.50,0.4927,0.3531,0.3750,-0.2393,REST_POSE,0.985
447.00,0.5918,0.3341,0.3334,-0.2576,REST_POSE,0.985
447.50,0.6135,0.3117,0.3084,-0.3269,REST_POSE,0.985
448.00,0.5748,0.2935,0.2847,-0.3131,REST_POSE,0.985
448.50,0.6459,0.2605,0.2586,-0.3070,REST_POSE,0.985
449.00,0.6313,0.2587,0.1849,-0.3588,REST_POSE,0.985
449.50,0.7045,0.2220,0.1562,-0.3777,REST_POSE,0.985
450.00,0.7017,0.2183,0.1041,-0.3719,REST_POSE,0.985
450.50,0.7248,0.1948,0.0892,-0.3779,REST_POSE,0.985
451.00,0.7902,0.1586,0.0260,-0.3653,REST_POSE,0.985
451.50,0.8040,0.1748,-0.0073,-0.3797,REST_POSE,0.985
452.00,0.8053,0.1532,-0.0284,-0.3825,REST_POSE,0.985
452.50,0.8496,0.1388,-0.1136,-0.3670,REST_POSE,0.985
453.00,0.8308,0.0786,-0.1563,-0.3575,REST_POSE,0.985
453.50,0.8097,0.0979,-0.1966,-0.3699,REST_POSE,0.985
454.00,0.8467,0.0910,-0.2039,-0.3806,REST_POSE,0.985
454.50,0.8006,0.0483,-0.2324,-0.3570,REST_POSE,0.985
455.00,0.8485,0.0059,-0.2783,-0.3249,REST_POSE,0.985
455.50,0.8978,-0.0257,-0.3158,-0.3173,REST_POSE,0.985
456.00,0.8949,-0.0378,-0.3551,-0.2605,REST_POSE,0.985
456.50,0.8653,-0.0520,-0.3741,-0.2402,REST_POSE,0.985
457.00,0.8793,-0.0880,-0.3951,-0.2435,REST_POSE,0.985
457.50,0.8584,-0.0835,-0.4215,-0.2520,REST_POSE,0.985
458.00,0.7836,-0.1018,-0.4935,-0.1839,REST_POSE,0.985
458.50,0.8360,-0.1074,-0.5217,-0.1602,REST_POSE,0.985
459.00,0.8356,-0.1213,-0.5342,-0.1160,REST_POSE,0.985
459.50,0.8076,-0.1684,-0.5042,-0.1160,REST_POSE,0.985
460.00,0.7249,-0.1655,-0.5627,-0.0691,REST_POSE,0.985
460.50,0.7808,-0.2100,-0.5604,-0.0361,REST_POSE,0.985
461.00,0.7067,-0.1910,-0.5092,-0.0254,REST_POSE,0.985
461.50,0.6571,-0.2427,-0.5375,-0.0175,REST_POSE,0.985
462.00,0.6655,-0.2577,-0.5437,0.0404,REST_POSE,0.985
462.50,0.6442,-0.2508,-0.5139,0.0727,REST_POSE,0.985
463.00,0.6526,-0.2927,-0.5225,0.0777,REST_POSE,0.985
463.50,0.5466,-0.2953,-0.5068,0.1129,REST_POSE,0.985
464.00,0.5924,-0.2856,-0.4763,0.1603,REST_POSE,0.985
464.50,0.5049,-0.3291,-0.4915,0.1680,REST_POSE,0.985
465.00,0.5417,-0.3337,-0.4391,0.1858,REST_POSE,0.985
465.50,0.4547,-0.3781,-0.4104,0.2079,REST_POSE,0.985
466.00,0.4450,-0.3914,-0.3949,0.2557,REST_POSE,0.985
466.50,0.4194,-0.3673,-0.4001,0.2807,REST_POSE,0.985
467.00,0.3277,-0.3608,-0.3687,0.3033,REST_POSE,0.985
467.50,0.3534,-0.3791,-0.3024,0.3092,REST_POSE,0.985
468.00,0.2398,-0.4214,-0.2795,0.3538,REST_POSE,0.985
468.50,0.2539,-0.3898,-0.2405,0.3148,REST_POSE,0.985
469.00,0.1499,-0.4007,-0.2130,0.3633,REST_POSE,0.985
469.50,0.1687,-0.3873,-0.1251,0.3935,REST_POSE,0.985
470.00,0.0635,-0.4095,-0.0857,0.3965,REST_POSE,0.985
470.50,0.0603,-0.4467,-0.1005,0.3927,REST_POSE,0.985
471.00,-0.0211,-0.4317,-0.0574,0.3702,REST_POSE,0.985
471.50,-0.0280,-0.4463,0.0387,0.3866,REST_POSE,0.985
472.00,-0.0376,-0.4354,0.0407,0.3648,REST_POSE,0.985
472.50,-0.1482,-0.4044,0.0834,0.3667,REST_POSE,0.985
473.00,-0.1808,-0.3951,0.1610,0.3818,REST_POSE,0.985
473.50,-0.1742,-0.4015,0.1927,0.3723,REST_POSE,0.985
474.00,-0.2089,-0.4153,0.2499,0.3138,REST_POSE,0.985
474.50,-0.2224,-0.3916,0.3077,0.3258,REST_POSE,0.985
475.00,-0.2993,-0.4059,0.3435,0.3079,REST_POSE,0.985
475.50,-0.3306,-0.4012,0.3176,0.2841,REST_POSE,0.985
476.00,-0.3467,-0.3564,0.3491,0.2871,REST_POSE,0.985
476.50,-0.3866,-0.3353,0.4304,0.2452,REST_POSE,0.985
477.00,-0.4497,-0.3307,0.4510,0.2387,REST_POSE,0.985
477.50,-0.4651,-0.3676,0.4944,0.1907,REST_POSE,0.985
478.00,-0.5471,-0.3284,0.4533,0.1876,REST_POSE,0.985
478.50,-0.5759,-0.3055,0.5205,0.1349,REST_POSE,0.985
479.00,-0.6147,-0.2781,0.5057,0.1046,REST_POSE,0.985
479.50,-0.6387,-0.2972,0.5379,0.0677,REST_POSE,0.985
480.00,-0.6050,-0.2466,0.5697,0.0895,REST_POSE,0.985
480.50,-0.6512,-0.2283,0.5778,0.0052,REST_POSE,0.985
481.00,-0.7351,-0.2542,0.5611,-0.0186,REST_POSE,0.985
481.50,-0.7520,-0.2212,0.5093,-0.0323,REST_POSE,0.985
482.00,-0.7494,-0.2202,0.5276,-0.0487,REST_POSE,0.985
482.50,-0.7647,-0.1571,0.5464,-0.1017,REST_POSE,0.985
483.00,-0.8175,-0.1831,0.5274,-0.1383,REST_POSE,0.985
483.50,-0.8336,-0.1292,0.4946,-0.1203,REST_POSE,0.985
484.00,-0.8071,-0.1363,0.5277,-0.1960,REST_POSE,0.985
484.50,-0.7781,-0.1125,0.4907,-0.1802,REST_POSE,0.985
485.00,-0.7988,-0.0975,0.4431,-0.2507,REST_POSE,0.985
485.50,-0.8281,-0.0617,0.4268,-0.2577,REST_POSE,0.985
486.00,-0.8178,-0.0441,0.4028,-0.2543,REST_POSE,0.985
486.50,-0.8487,-0.0279,0.3649,-0.3197,REST_POSE,0.985
487.00,-0.8165,-0.0218,0.3061,-0.3154,REST_POSE,0.985
487.50,-0.8946,0.0353,0.2798,-0.3522,REST_POSE,0.985
488.00,-0.8711,0.0202,0.2832,-0.3618,REST_POSE,0.985
488.50,-0.8408,0.0885,0.1947,-0.3588,REST_POSE,0.985
489.00,-0.8015,0.1076,0.1512,-0.3678,REST_POSE,0.985
489.50,-0.7845,0.1249,0.1293,-0.3681,REST_POSE,0.985
490.00,-0.7816,0.1342,0.0912,-0.3930,REST_POSE,0.985
490.50,-0.7519,0.1741,0.0630,-0.3499,REST_POSE,0.985
491.00,-0.7620,0.1503,-0.0253,-0.3543,REST_POSE,0.985
491.50,-0.7398,0.1633,-0.0789,-0.3523,REST_POSE,0.985
492.00,-0.7051,0.2250,-0.0959,-0.3599,REST_POSE,0.985
492.50,-0.7386,0.2503,-0.1542,-0.3969,REST_POSE,0.985
493.00,-0.6770,0.2577,-0.1934,-0.3541,REST_POSE,0.985
493.50,-0.6261,0.2743,-0.2290,-0.3409,REST_POSE,0.985
494.00,-0.6804,0.2911,-0.2602,-0.3479,REST_POSE,0.985
494.50,-0.6671,0.2840,-0.2657,-0.2997,REST_POSE,0.985
495.00,-0.5463,0.3190,-0.3035,-0.3001,REST_POSE,0.985
495.50,-0.6019,0.3136,-0.3899,-0.2692,REST_POSE,0.985
496.00,-0.4839,0.3268,-0.4227,-0.2613,REST_POSE,0.985
496.50,-0.4630,0.3549,-0.4208,-0.2208,REST_POSE,0.985
497.00,-0.4905,0.3503,-0.4930,-0.1931,REST_POSE,0.985
497.50,-0.4538,0.3520,-0.4454,-0.2068,REST_POSE,0.985
498.00,-0.3695,0.4049,-0.5121,-0.1780,REST_POSE,0.985
498.50,-0.3793,0.4105,-0.4789,-0.1291,REST_POSE,0.985
499.00,-0.3137,0.4043,-0.4950,-0.1265,REST_POSE,0.985
499.50,-0.2521,0.4258,-0.5578,-0.0834,REST_POSE,0.985
